epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,448.554,0.78584,0.4707,0.96959,0.96557,0.80013,0.88357,0.68361,0.79047,0.56254,1.00346,0.0008912,0.0008912,0.0008912
58,455.851,0.75135,0.45929,0.96229,0.96388,0.83394,0.91154,0.70267,0.79064,0.54063,1.00153,0.0008714,0.0008714,0.0008714
59,463.217,0.75805,0.46622,0.96354,0.94198,0.84375,0.92063,0.71174,0.79585,0.53128,0.99827,0.0008516,0.0008516,0.0008516
60,470.616,0.75608,0.4628,0.9567,0.93597,0.83016,0.91604,0.68915,0.81536,0.53836,1.01096,0.0008318,0.0008318,0.0008318
61,477.972,0.75395,0.4541,0.96024,0.94609,0.83451,0.91371,0.68531,0.8113,0.54361,1.01355,0.000812,0.000812,0.000812
62,485.346,0.74991,0.4556,0.95664,0.93828,0.84682,0.92163,0.70385,0.75516,0.5084,0.9897,0.0007922,0.0007922,0.0007922
63,492.663,0.7528,0.45761,0.94979,0.95125,0.84511,0.9323,0.71115,0.75516,0.46583,0.98725,0.0007724,0.0007724,0.0007724
64,500.071,0.74934,0.45135,0.95793,0.94995,0.85094,0.92669,0.70697,0.76794,0.5063,0.99482,0.0007526,0.0007526,0.0007526
65,507.453,0.7459,0.44611,0.95569,0.95615,0.84918,0.92079,0.71697,0.75263,0.48338,0.99133,0.0007328,0.0007328,0.0007328
66,514.867,0.72765,0.44179,0.94754,0.94739,0.85637,0.92274,0.70968,0.77022,0.49142,0.99658,0.000713,0.000713,0.000713
67,522.202,0.73582,0.43666,0.95682,0.93508,0.86957,0.92477,0.71572,0.75809,0.4974,1.00046,0.0006932,0.0006932,0.0006932
68,529.578,0.72824,0.43919,0.94693,0.92644,0.85563,0.92141,0.70763,0.74268,0.48158,0.99048,0.0006734,0.0006734,0.0006734
69,536.964,0.71302,0.42775,0.94131,0.96442,0.84711,0.92755,0.72154,0.73412,0.45005,0.98639,0.0006536,0.0006536,0.0006536
70,544.443,0.71465,0.43444,0.94559,0.93776,0.83832,0.92221,0.71043,0.75583,0.53342,0.99111,0.0006338,0.0006338,0.0006338
71,551.757,0.71431,0.43378,0.94657,0.93276,0.86277,0.91785,0.71544,0.73555,0.47992,0.98863,0.000614,0.000614,0.000614
72,559.133,0.70389,0.41455,0.94205,0.95276,0.84953,0.93009,0.72798,0.7394,0.49036,0.97316,0.0005942,0.0005942,0.0005942
73,566.561,0.70701,0.41798,0.94379,0.95666,0.84375,0.92931,0.72332,0.73246,0.46348,0.9763,0.0005744,0.0005744,0.0005744
74,573.915,0.69766,0.41839,0.93667,0.94534,0.84783,0.91984,0.71961,0.75294,0.46448,0.98683,0.0005546,0.0005546,0.0005546
75,581.291,0.70417,0.41661,0.93731,0.94296,0.85353,0.93402,0.72198,0.74476,0.44118,0.98771,0.0005348,0.0005348,0.0005348
76,588.64,0.6953,0.4163,0.93654,0.95148,0.85257,0.93664,0.72729,0.7267,0.44159,0.97582,0.000515,0.000515,0.000515
77,596.059,0.69575,0.4154,0.93729,0.9519,0.86038,0.94741,0.7252,0.72865,0.45726,0.97626,0.0004952,0.0004952,0.0004952
78,603.421,0.70058,0.41439,0.94485,0.96301,0.84375,0.9354,0.72173,0.73796,0.45299,0.98529,0.0004754,0.0004754,0.0004754
79,610.782,0.67834,0.40422,0.93156,0.9675,0.84931,0.93266,0.72996,0.72739,0.45567,0.98109,0.0004556,0.0004556,0.0004556
80,618.213,0.67401,0.39883,0.92591,0.96179,0.85503,0.93384,0.72548,0.74013,0.46605,1.00155,0.0004358,0.0004358,0.0004358
81,625.576,0.66575,0.40039,0.92237,0.94097,0.86638,0.93726,0.73179,0.74477,0.48784,1.00052,0.000416,0.000416,0.000416
